web-scraper-order,web-scraper-start-url,single,single-href,Title,Ratings,Price,Offers,Box,picture1-src,picture2-src,picture3-src,About
1700206451-274,https://www.amazon.in/s?k=desktop+computers&page=3&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"HP All-in-One PC 12th Gen Intel Core i3-1215U 21.5 inch(54.6cm) FHD 8GB RAM, 512GB SSD, Intel UHD Graphics, 510 Black Wireless Keyboard and Mouse Combo (Win 11, MSO, Jet Black, 5.7 Kg) 22-dd2115in",https://www.amazon.in/HP-i3-1215U-Graphics-Wireless-22-dd2115in/dp/B0C6FJTC5T/ref=sr_1_33?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206345&sprefix=%2Caps%2C265&sr=8-33,"HP All-in-One PC 12th Gen Intel Core i3-1215U 21.5 inch(54.6cm) FHD 8GB RAM, 512GB SSD, Intel UHD Graphics, 510 Black Wireless Keyboard and Mouse Combo (Win 11, MSO, Jet Black, 5.7 Kg) 22-dd2115in",4.1,"46,490",-14%,"Desktop PC, Wireless Keyboard &amp; mouse",https://m.media-amazon.com/images/I/71EKLf9dZkL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: Intel Core i3-1215U (up to 4.4 GHz with Intel Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads)| Memory: 8 GB DDR4-3200 MHz RAM (1 x 8 GB)|Storage: 512GB SSD PCIe NVMe M.2 SSD  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System &amp; Software: Windows 11 Home| Microsoft Office Home &amp; Student Edition 2021  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Display &amp; Graphics: 54.6 cm (21.5"") diagonal, FHD (1920 x 1080), IPS, three-sided micro-edge, anti-glare, 250 nits, 72% NTSC| Graphics: Intel UHD Graphics  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Ports: 1 USB Type-A 5Gbps signaling rate; 2 USB 2.0 Type-A; 1 headphone/microphone combo; 1 RJ-45, 1 USB Type-A 5Gbps signaling rate  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Features: Webcam: HP Wide Vision 1080p FHD IR privacy camera with integrated dual array digital microphone|Audio Features: Dual 2 W speakers |Networking: Realtek Wi-Fi 6 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate)| Keyboard: HP 510 Black Wireless Keyboard and mouse combo  </span></li>"
1700206460-275,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"Lenovo IdeaCentre 3 Desktop (AMD 3020e/4GB/256GB SSD/DOS/Integrated AMD Radeon Graphics/WiFi 5/Bluetooth 5.1/Mineral Grey), 90MV00MLIN",https://www.amazon.in/Lenovo-IdeaCentre-Integrated-Bluetooth-90MV00MLIN/dp/B0C65WN1YP/ref=sr_1_32?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-32,"Lenovo IdeaCentre 3 Desktop (AMD 3020e/4GB/256GB SSD/DOS/Integrated AMD Radeon Graphics/WiFi 5/Bluetooth 5.1/Mineral Grey), 90MV00MLIN",2.6,"20,990",-11%,Desktop,https://m.media-amazon.com/images/I/51GvLLNajXL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: AMD 3020e | Speed: 1.2 GHz (Base) - 2.6 GHz (Max) | 2 Cores | 2 Threads | 4MB Cache  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OS: DOS  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory and Storage: 4GB DDR4-2400 RAM | Storage: 256GB SSD || Graphics: Integrated AMD Radeon Graphics  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Connectivity: Wi-Fi 6 (11ax, 2x2) | Bluetooth 5.1  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Front Ports: 2x USB-A 2.0 | 2x USB-A 3.2 Gen 1 | 1x VGA | 1x Ethernet (RJ-45) || 4x USB 2.0 | 1x HDMI 1.4 | 1x VGA | 1x Ethernet (RJ-45) | 1x Lineout (3.5mm)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Warranty: This genuine Lenovo Product comes with 1 Year Onsite Manufacturer Warranty  </span></li>"
1700206471-276,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,Lenovo Legion Tower 5 Gaming Desktop (AMD Ryzen 7 5800/16GB/512GB SSD/2TB HDD/Win11/NVIDIA RTX 3070 8GB GDDR6/Legion ColdFront 2.0 Cooling/ARGB Lighting with 16 Million Colors/Transparent Side Panel),https://www.amazon.in/Lenovo-Desktop-ColdFront-Lighting-Transparent/dp/B09NPPQZQY/ref=sr_1_31?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-31,Lenovo Legion Tower 5 Gaming Desktop (AMD Ryzen 7 5800/16GB/512GB SSD/2TB HDD/Win11/NVIDIA RTX 3070 8GB GDDR6/Legion ColdFront 2.0 Cooling/ARGB Lighting with 16 Million Colors/Transparent Side Panel),4.2,"1,04,990",-38%,Desktop,https://m.media-amazon.com/images/I/71+eGgpgZCL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: AMD Ryzen 7 5800 | Speed: 3.4 GHz (Base) - 4.6 GHz (Max) | 8 Cores | 16 Threads | 4MB L2 / 32MB L3 Cache  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OS: Pre-Loaded Windows 11 Home with Lifetime Validity  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Graphics: NVIDIA GeForce RTX 3070 8GB GDDR6 Graphics || Memory and Storage: 16GB DDR4-3200 RAM, expandable up to 128GB | Storage: 512GB SSD + 2TB HDD  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Design: Blue LED logo illuminates the Raven Black casing | Transparent side panels | Internal ARGB Lighting | Airy 26L Interior  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Cooling : 650W Power Supply | 2x Front with ARGB + 1x Rear with ARGB | Optimize gameplay with 3 performance modes (Balance, Quiet , Performance)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Connectivity: WiFi 6 (11ax, 2x2) | Bluetooth 5.1  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Top Ports: 2x USB-A 3.2 Gen 1 | 1x headphone (3.5mm) | 1x mic (3.5mm) || Rear Ports: 1x USB-C 3.2 Gen 2 (Data transfer &amp; 5V@3A charging) | 2x USB-A 2.0 | 2x USB-A 3.2 Gen 1 | 1x Ethernet (RJ-45) | 3x line-out(3.5mm) | Without CD Drive &amp; Card Reader  </span></li>"
1700206478-277,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"ASUS Vivo AiO V222, 2 core Intel Pentium Gold 6405U, All-in-One Desktop (8GB/256GB SSD/Integrated Graphics/Windows 11/Wireless Keyboard & Mouse Included/Black/4.8 kg), V222FAK-BA196W",https://www.amazon.in/ASUS-Pentium-Integrated-Graphics-V222FAK-BA196W/dp/B0BBY3KCLR/ref=sr_1_30?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-30,"ASUS Vivo AiO V222, 2 core Intel Pentium Gold 6405U, All-in-One Desktop (8GB/256GB SSD/Integrated Graphics/Windows 11/Wireless Keyboard & Mouse Included/Black/4.8 kg), V222FAK-BA196W",4.5,"38,990",-20%,"AIO Desktop, Power Adaptor, User Manuals, Warranty Documents,, Wireless golden keyboard, Wireless optical mouse",https://m.media-amazon.com/images/I/61PgqDJ1XCL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: Intel Pentium Gold 6405U Processor 2.4 GHz (2M Cache,&nbsp;up&nbsp;to&nbsp;2.4&nbsp;GHz, 2 cores)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory: 8GB DDR4 SO-DIMM with | Storage: 256GB M.2 NVMe PCIe 3.0 SSD  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Graphics: Integrated Intel UHD Graphics for 10th Gen Graphics: Integrated Intel Processors  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Display: 54.6 cm (21.5) , Full HD (1920 x 1080) 16:9, 250nits LED-Backlit LCD, IPS-level Panel, Anti-glare display, sRGB: 100%, Screen-to-body ratio: 87%  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System: Pre-loaded Windows 11 Home with lifetime validity  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Other: 720p HD camera | Wi-Fi 5 (802.11ac) (Dual band) 1*1 | Bluetooth 4.1 | 2 x 3 W Stereo Built-in speaker | Built-in array microphone  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Side I/O Ports: 1x Kensington lock | 1x 3.5mm combo audio jack | 1x USB 2.0 Type-A  </span></li>"
1700206483-278,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"HP Slim Tower 12th Gen Intel Core i5-12400 (8GB RAM/512GB SSD/Black Wired Keyboard & Mouse/Intel UHD Graphics 730/Windows 11/MS Office 21/Dark Black,3 Years Warranty), S01-pF2123in",https://www.amazon.in/HP-i5-12400-Keyboard-Graphics-S01-pF2123in/dp/B0BX2YBQGV/ref=sr_1_29?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-29,"HP Slim Tower 12th Gen Intel Core i5-12400 (8GB RAM/512GB SSD/Black Wired Keyboard & Mouse/Intel UHD Graphics 730/Windows 11/MS Office 21/Dark Black,3 Years Warranty), S01-pF2123in",4.7,"52,499",-12%,"Desktop PC, Wired Keyboard &amp; mouse",https://m.media-amazon.com/images/I/61Ip6O4M+iL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor:Intel Core i5-12400 (up to 4.4 GHz with Intel Turbo Boost Technology, 18 MB L3 cache, 6 cores, 12 threads)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory &amp; Storage: 8 GB DDR4-3200 MHz RAM (1 x 8 GB)| 512 GB PCIe NVMe M.2 SSD storage| Expansion Slots: 2 M.2; 1 PCIe x16; 1 PCIe x1  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System &amp; Software: Pre-loaded Windows 11 Home| Microsoft Office Home &amp; Student 2021  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Graphics &amp; Networking :Intel UHD Graphics 730 | Networking : Integrated 10/100/1000 GbE LAN, Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 wireless card  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Ports: 4 USB Type-A 5Gbps signaling rate; 1 headphone/microphone combo/4 USB 2.0 Type-A; 1 audio-in; 1 audio-out; 1 RJ-45; HP Serial Port Adapter|Expansion slots : 2 M.2; 1 PCIe x16; 1 PCIe x1| Keyboard&amp; Pointing device: HP 125 USB Black Wired Keyboard and Mouse  </span></li>"
1700206487-279,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,(Refurbished) Dell Optiplex 19 Inch All in One Desktop Set ( Intel i5 4th Gen/ 8 GB/ 500 GB HDD /19 inches HD Monitor+Keyboard+Mouse+ HD Webcam+Mic+Speakers+Wifi+Display Port)/Windows 10 Pro,https://www.amazon.in/Renewed-Dell-Optiplex-Keyboard-Speakers/dp/B09Q3G4STN/ref=sr_1_28?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-28,(Refurbished) Dell Optiplex 19 Inch All in One Desktop Set ( Intel i5 4th Gen/ 8 GB/ 500 GB HDD /19 inches HD Monitor+Keyboard+Mouse+ HD Webcam+Mic+Speakers+Wifi+Display Port)/Windows 10 Pro,3.8,"14,990",,Monitor,https://m.media-amazon.com/images/I/61cd2o91UTL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Product Type - Cellular Phone  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Item Package Quantity - 1  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Ram Size - 2Gb  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Storage - 32 Gb  </span></li>"
1700206492-280,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"ASUS ROG Strix G10DK, 6 core AMD Ryzen 5 5600X, Gaming Desktop (8GB/1TB HDD + 512GB SSD/4GB NVIDIA GeForce GTX 1650 Graphics/Windows 11/Gray/8 Kg), G10DK-R5600X148W",https://www.amazon.in/ASUS-Desktop-NVIDIA-GeForce-GTX-Graphics-G10DK-R5600X148W/dp/B0BBW2MRNP/ref=sr_1_27?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-27,"ASUS ROG Strix G10DK, 6 core AMD Ryzen 5 5600X, Gaming Desktop (8GB/1TB HDD + 512GB SSD/4GB NVIDIA GeForce GTX 1650 Graphics/Windows 11/Gray/8 Kg), G10DK-R5600X148W",4.7,"64,990",-51%,"??Tower PC, Power Cable, USB Keyboard, USB Mouse",https://m.media-amazon.com/images/I/61edOIPzQ0L.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: AMD Ryzen 5 5600X Desktop Processor (6-core/12-thread, 35MB cache, up to 4.6 GHz max boost)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory: 8GB DDR4 U-DIMM | Storage: 1TB SATA 7200RPM 3.5"" HDD + 512GB M.2 NVMe PCIe 3.0 SSD  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Graphics: NVIDIA&nbsp;GeForce&nbsp;GTX 1650&nbsp;4GB&nbsp;GDDR6&nbsp;:&nbsp;1x&nbsp;DP, 1x&nbsp;DVI, 1x&nbsp;HDMI  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Motherboard: AMD B550 Chipset, | Form Factor: Micro ATX | Thermal : Air Cooler | Serial ATA: 4 x SATA 6.0Gb/s ports | Power: 500W power supply (80+ Bronze, peak 550W)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Chassis : Transparent Side Panel | customizable Aura Sync RGB lighting | Size: 27 Litres| Weight : 8.00 kg  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System: Pre-Loaded Windows 11 Home with Lifetime Validity | Software Included: 1-month trial for new Microsoft 365 customers  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Other: Wi-Fi 6 (802.11ax) | Bluetooth 5.2 | Audio: Realtek ALC887, DTS Headphone: X Technology | ASUS Command Software  </span></li>"
1700206498-281,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"HP All-in-One PC 13th Gen Intel Core i5 27"" (68.6cm) FHD 16GB RAM, 1TB SSD, Intel UMA Graphics, 710 White Wireless Keyboard and Mouse Combo (Windows 11 Home, MSO 21, Shell White, 6.72 Kg) 27-cr0407in",https://www.amazon.in/HP-Graphics-Wireless-Keyboard-27-cr0407in/dp/B0C6FC1FT8/ref=sr_1_26?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-26,"HP All-in-One PC 13th Gen Intel Core i5 27"" (68.6cm) FHD 16GB RAM, 1TB SSD, Intel UMA Graphics, 710 White Wireless Keyboard and Mouse Combo (Windows 11 Home, MSO 21, Shell White, 6.72 Kg) 27-cr0407in",4.1,"73,990",-18%,"Desktop PC, Wireless Keyboard &amp; mouse",https://m.media-amazon.com/images/I/71REAvY835L.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: Intel Core i5-1335U (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)| Memory: 16 GB DDR4-3200 MHz RAM (2 x 8 GB)|Storage: 1 TB PCIe NVMe M.2 SSD  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System &amp; Software: Windows 11 Home| Microsoft Office Home &amp; Student Edition 2021  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Display &amp; Graphics:68.6 cm (27"") diagonal, FHD touch, IPS, three-sided micro-edge, glossy, Brightness: 300nits Color Gamut: 72% NTSC Resolution: 1920 x 1080| Graphics: Intel UMA Graphics  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Ports:2 USB 2.0 Type-A;2 USB Type-A 5Gbps signaling rate;1 USB Type-C 5Gbps signaling rate,1 RJ-45  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Features: Webcam: HP True Vision 1080p FHD IR tilt privacy camera with temporal noise reduction and integrated dual array digital microphones|Audio Features: Dual 2 W speakers Networking: Realtek RTL8852BE Wi-Fi 6 (2x2) and Bluetooth? 5.3 wireless card (supporting gigabit data rate)| Keyboard: HP 710 White Wireless Keyboard and mouse combo  </span></li>"
1700206502-282,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"(Refurbished) Dell OPTIPLEX 3060 Tiny Desktop (Intel Core i3 8th gen, 16 GB RAM, 480gb SSD, Windows 11 (Upgraded), MS Office/ Intel HD Graphics/, USB 3.0, Ethernet,VGA), Black",https://www.amazon.in/Renewed-OPTIPLEX-Upgraded-Graphics-Ethernet/dp/B09Z6P775T/ref=sr_1_25?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-25,"(Refurbished) Dell OPTIPLEX 3060 Tiny Desktop (Intel Core i3 8th gen, 16 GB RAM, 480gb SSD, Windows 11 (Upgraded), MS Office/ Intel HD Graphics/, USB 3.0, Ethernet,VGA), Black",3.9,"14,710",-70%,Monitor,https://m.media-amazon.com/images/I/51gxrzLwkIL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> This Amazon Renewed product will be in an unboxed or refurbished condition and has been professionally inspected and tested by an Amazon qualified supplier. Box and accessories may be generic  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> DELL Optiplex 3060 Tiny Business Class Desktop Secure, Scalable and Robust Architecture it is JUST A SIZE OF SMALL NOTEBOOK.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Intel Core i3 (8th Gen) 2.5 GHz and Max Turbo Speed 3.1 GHz  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 16 GB DDR4 RAM , Audio In/Out Jacks., 480GB SSD for SUPER Fast Processing.  </span></li>"
1700206506-283,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"Lenovo IdeaCentre AIO 3 12th Gen Intel i3 23.8"" FHD WVA 3-Side Edgeless All-in-One Desktop with Alexa Built-in (8GB/512GB SSD/Win11/MS Office 2021/HD 720p Camera/Wireless Keyboard & Mouse) F0GH00MJIN",https://www.amazon.in/Lenovo-IdeaCentre-Edgeless-Wireless-F0GH00MJIN/dp/B0BVZP2LN3/ref=sr_1_24?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-24,"Lenovo IdeaCentre AIO 3 12th Gen Intel i3 23.8"" FHD WVA 3-Side Edgeless All-in-One Desktop with Alexa Built-in (8GB/512GB SSD/Win11/MS Office 2021/HD 720p Camera/Wireless Keyboard & Mouse) F0GH00MJIN",4.2,"47,990",-14%,All In One (AIO),https://m.media-amazon.com/images/I/61uyAgK3a+L.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: 12th Gen Intel Core i3-1215U | Speed: 1.2 GHz (Base) - 4.4 GHz (Max) | 6 Cores | 8 Threads | 10MB Cache  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OS: Pre-Loaded Windows 11 Home with Lifetime Validity  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Pre-Installed: MS Office Home and Student 2021  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory: 8GB RAM DDR4-3200, Expandable up to 16GB || Storage: 512GB SSD || Graphics: Integrated Intel UHD Graphics  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Display: 23.8-inch FHD (1920x1080) | Brightness: 250 nits | IPS Display  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Camera: HD 720p || Audio: 2x 3W Stereo speakers | High Definition (HD) Audio  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Connectivity: Wi-Fi 6 (11ax, 2x2) | Bluetooth 5.1  </span></li>"
1700206510-284,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"(Renewed) Lenovo 19 inches All In One Desktop set (Intel Core i5 4th Gen/8 GB/500 GB Tiny CPU//19"" Monitor+Keyboard+Mouse+ FHD Webcam+Mic+Speakers+Wifi/Warranty/Windows 10/MS Office 360)",https://www.amazon.in/Renewed-Lenovo-Keyboard-Speakers-Warranty/dp/B08F7Y8BMF/ref=sr_1_23?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-23,"(Renewed) Lenovo 19 inches All In One Desktop set (Intel Core i5 4th Gen/8 GB/500 GB Tiny CPU//19"" Monitor+Keyboard+Mouse+ FHD Webcam+Mic+Speakers+Wifi/Warranty/Windows 10/MS Office 360)",3.1,"15,499",-81%,Monitor,https://m.media-amazon.com/images/I/619LuI2uR-S.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> This Renewed product is tested to work and look like new with minimal to no signs of wear &amp; tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory &amp; Storage: 8 GB RAM with Intel HD|Hard Drive: 500 GB  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System: Windows| Preinstalled Software: MS Office 360| In the Box: Lenovo 19"" Monitor, FHD webcam, Lenove KB+Mouse,Wifi, VGA Cables,Power Cablers,External Dolby speakers  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Ports &amp; CD Drive: 4 X USB Ports, 1 X Display Port, 1 Audio-Out Port  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Form Factor: All-In-One  </span></li>"
1700206514-285,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"(Refurbished) Dell Optiplex 7040 Mini PC (Intel Core i5 6th gen, 16 GB DDR4 RAM, 512 GB SSD, Windows 11, WiFi, MS Office|Intel HD Graphics|USB, Ethernet,DP), Black",https://www.amazon.in/Renewed-Dell-Optiplex-Graphics-Ethernet/dp/B09VBC3WP1/ref=sr_1_22?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-22,"(Refurbished) Dell Optiplex 7040 Mini PC (Intel Core i5 6th gen, 16 GB DDR4 RAM, 512 GB SSD, Windows 11, WiFi, MS Office|Intel HD Graphics|USB, Ethernet,DP), Black",3.7,"13,089",-63%,,https://m.media-amazon.com/images/I/61C8ohossoL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Dell Optiplex 7040 Business Class Mini PC Secure, Scalable and Robust Architecture with limitless expansion possibilities. This desktop computer has features like Intel i5 6th gen processor with 2.5 GHz up to 3.1 GHz with Intel Turbo Boost Technology , 16 GB DDR4 RAM, 512 GB SSD making it the perfect mini desktop pc to carry out all tasks in one place  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> The Intel core i5 6500T 2.5 GHz processor along with 6 MB Cache and integrated Intel graphics provide fast processing, making it a powerhorse for most tasking needs. Enjoy High End Business Class performance with Core I5 6500T, upto 3.1 GHz turbo boost.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> It comes pre installed with Windows 11 and MS Office 19.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Comes with a variety of ports for all possible needs, USB 2.0, USB 3.0,DP, display port, keyboard, mouse connector,audio in/out port.  </span></li>"
1700206518-286,https://www.amazon.in/s?k=desktop+computers&page=2&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,(Refurbished) Lenovo ThinkCenter AIO Desktop Set (Intel i5 4thGen/8GB/1TB HDD/19 inches HD Monitor+Keyboard+Mouse+Tiny CPU+FHD Webcam+Mic+Speakers+Wifi/Windows 10 Pro/MS Office/Black),https://www.amazon.in/Lenovo-ThinkCenter-Keyboard-Speakers-Warranty/dp/B09BL2T76N/ref=sr_1_21?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700206450&sprefix=%2Caps%2C265&sr=8-21,(Refurbished) Lenovo ThinkCenter AIO Desktop Set (Intel i5 4thGen/8GB/1TB HDD/19 inches HD Monitor+Keyboard+Mouse+Tiny CPU+FHD Webcam+Mic+Speakers+Wifi/Windows 10 Pro/MS Office/Black),2.9,"17,220",,Monitor,https://m.media-amazon.com/images/I/612CyMLlFlL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> The Lenovo Thinkcenter All in one AIO Desktop Fullset comes equiped with a HD 19"" screen giving you the ultimate experience with excellent performance and versatility. Its Powered by M93p tiny CPU with core intel i5 4th gen processor 8 GB RAM and1 TB HDD.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Box Contains web conferencing ready : Lenovo 19"" Monitor, CPU,FHD Webcam, KB+Mouse,Wifi Dongle, VGA Cables,Power Cables,Speakers  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Comes with a variety of ports for all possible needs, USB 3.0,VGA, LAN Port, Display Port,Security Lock,Audio in/out Port.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> It comes preinstalled with Windows 10 Pro and MS Office  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Hardware Platform: Windowswindowswindows; Hardware Interface: Usb3.0; Form Factor: All-In-One  </span></li>"
